chrom,chromStart,chromEnd,name,mp,label1,label2,sim,mel,yak,correct,delta
3R,11088414.0,11089414.0,Ta18_peak_15795_head,11088914.0,1,0,0.006809424,0.05313947,0.9738115,True,0.94383705
3R,27301784.0,27302784.0,Ta18_peak_19244_head,27302283.5,1,0,0.1836997,0.083448105,0.86702776,True,0.73345387
3R,17907709.0,17908709.0,Ta18_peak_17210_head,17908209.0,1,0,0.13357134,0.1592869,0.87178713,True,0.725358
3R,14935682.0,14936682.0,Ta18_peak_16544_head,14936182.0,1,0,0.053469803,0.23347875,0.71355695,True,0.57008266
3R,27279722.0,27280722.0,Ta18_peak_19238_merged,27280221.5,1,1,0.33691192,0.36354345,0.87751335,True,0.5272857
3R,25291151.0,25292151.0,Ta18_peak_18773_head,25291651.0,1,0,0.26951364,0.20226064,0.74621475,True,0.5103276
3R,10132704.0,10133704.0,Ta18_peak_15637_head,10133204.0,1,0,0.048524395,0.39640504,0.71865976,True,0.49619505
3R,20563462.0,20564462.0,Ta18_peak_17782_head,20563961.5,1,0,0.4375999,0.37496653,0.8794827,True,0.4731995
3R,18944977.0,18945977.0,Ta18_peak_17444_head,18945476.5,1,0,0.5208592,0.35402265,0.9100914,True,0.47265047
3R,12022095.0,12023095.0,Ta18_peak_15974_head,12022595.0,1,0,0.09800536,0.14917587,0.5780481,True,0.4544575
3R,16781205.0,16782205.0,Ta18_peak_16989_head,16781704.5,1,0,0.16335878,0.08918502,0.5726036,True,0.44633168
3R,3420061.0,3421061.0,Ta18_peak_14385_merged,3420560.5,1,1,0.012682193,0.018982084,0.4605278,True,0.44469568
3R,24925401.0,24926401.0,Ta18_peak_18679_head,24925901.0,1,0,0.12732594,0.23323187,0.60824543,True,0.42796654
3R,17195500.0,17196500.0,Ta18_peak_17076_head,17195999.5,1,0,0.21794961,0.90343976,0.9797702,True,0.4190755
3R,19338794.0,19339794.0,Ta18_peak_17539_head,19339293.5,1,0,0.12584756,0.15591371,0.5586414,True,0.41776073
3R,484385.0,485385.0,Ta18_peak_13871_head,484884.5,1,0,0.033316683,0.035789095,0.4497604,True,0.4152075
3R,23982197.0,23983197.0,Ta18_peak_18482_head,23982696.5,1,0,0.40544537,0.58021164,0.9048562,True,0.41202772
3R,18656508.0,18657508.0,Ta18_peak_17374_head,18657007.5,1,0,0.023725638,0.3694888,0.6085624,True,0.41195518
3R,16934279.0,16935279.0,Ta18_peak_17032_merged,16934778.5,1,1,0.092572875,0.3169311,0.6158051,True,0.41105312
3R,8934699.0,8935699.0,Ta18_peak_15308_head,8935198.5,1,0,0.26805496,0.4674115,0.77789956,True,0.41016632
3R,12159520.0,12160520.0,Ta18_peak_16009_head,12160020.0,1,0,0.8042479,0.2538775,0.9329157,True,0.403853
3R,17857373.0,17858373.0,Ta18_peak_17200_head,17857872.5,1,0,0.11069486,0.114873,0.50810903,True,0.3953251
3R,28778643.0,28779643.0,Ta18_peak_19553_head,28779143.0,1,0,0.20282939,0.10525198,0.548432,True,0.3943913
3R,18702302.0,18703302.0,Ta18_peak_17390_merged,18702801.5,1,1,0.52909297,0.27689502,0.7900592,True,0.38706523
3R,15229312.0,15230312.0,Ta18_peak_16591_head,15229812.0,1,0,0.28878495,0.11690045,0.585877,True,0.3830343
3R,12070652.0,12071652.0,Ta18_peak_15984_head,12071151.5,1,0,0.01952274,0.007813667,0.3956552,True,0.381987
3R,23169814.0,23170814.0,Ta18_peak_18314_head,23170313.5,1,0,0.58346653,0.28114873,0.811094,True,0.37878636
3R,2747973.0,2748973.0,Ta18_peak_14258_merged,2748473.0,1,1,0.24820964,0.29337564,0.64536613,True,0.3745735
3R,18364494.0,18365494.0,Ta18_peak_17290_merged,18364993.5,1,1,0.4104606,0.4125024,0.78214973,True,0.37066823
3R,16606984.0,16607984.0,Ta18_peak_16945_head,16607483.5,1,0,0.2646451,0.120689474,0.559846,True,0.36717868
3R,11028328.0,11029328.0,Ta18_peak_15779_head,11028827.5,1,0,0.03257868,0.017941752,0.39043906,True,0.36517885
3R,24309011.0,24310011.0,Ta18_peak_18562_head,24309511.0,1,0,0.50141513,0.3323476,0.78034943,True,0.36346805
3R,26081546.0,26082546.0,Ta18_peak_18946_merged,26082046.0,1,1,0.046112135,0.034274373,0.401667,True,0.36147374
3R,17254809.0,17255809.0,Ta18_peak_17083_head,17255309.0,1,0,0.158442,0.027686894,0.44473097,True,0.3516665
3R,2082668.0,2083668.0,Ta18_peak_14121_merged,2083168.0,1,1,0.98669016,0.2830787,0.9832153,False,0.34833086
3R,8005824.0,8006824.0,Ta18_peak_15096_merged,8006323.5,1,1,0.13220522,0.6122273,0.7072573,True,0.335041
