chrom,chromStart,chromEnd,name,mp,label1,label2,mel,yak,sim,correct,delta
2L,7168505.0,7169505.0,w501_peak_1648_head,7169005.0,1,0,0.34153333,0.09548072,0.6671026,True,0.44859555
2L,809941.0,810941.0,w501_peak_207_merged,810441.0,1,1,0.15077573,0.08028867,0.55695903,True,0.4414268
2L,4759991.0,4760991.0,w501_peak_1107_head,4760490.5,1,0,0.1364064,0.19200511,0.56375104,True,0.39954528
2L,7714709.0,7715709.0,w501_peak_1793_head,7715209.0,1,0,0.5124344,0.3390781,0.8168622,True,0.39110595
2L,4256321.0,4257321.0,w501_peak_982_head,4256820.5,1,0,0.29594,0.48685884,0.7615494,True,0.37014997
2L,4488929.0,4489929.0,w501_peak_1033_head,4489428.5,1,0,0.46275684,0.66129625,0.9301273,True,0.36810076
2L,8386779.0,8387779.0,w501_peak_1968_head,8387279.0,1,0,0.64004064,0.06989167,0.70619214,True,0.35122597
2L,4172780.0,4173780.0,w501_peak_954_head,4173280.0,1,0,0.14682293,0.27108243,0.5450953,True,0.33614266
2L,12497079.0,12498079.0,w501_peak_2826_head,12497578.5,1,0,0.11649465,0.17969497,0.47277224,True,0.32467744
2L,10210414.0,10211414.0,w501_peak_2396_head,10210913.5,1,0,0.511754,0.52460325,0.8327292,True,0.31455064
2L,15794213.0,15795213.0,w501_peak_3447_head,15794712.5,1,0,0.63638145,0.54512584,0.90115225,True,0.31039858
2L,6885569.0,6886569.0,w501_peak_1595_head,6886068.5,1,0,0.3313356,0.4358918,0.6718615,True,0.28824782
2L,6867026.0,6868026.0,w501_peak_1591_head,6867525.5,1,0,0.6659606,0.28940806,0.74525565,True,0.26757133
2L,4274438.0,4275438.0,w501_peak_993_head,4274938.0,1,0,0.39900848,0.19183643,0.561111,True,0.2656885
2L,13418346.0,13419346.0,w501_peak_3047_head,13418846.0,1,0,0.056601074,0.13012846,0.35724503,True,0.26388025
2L,2215242.0,2216242.0,w501_peak_536_head,2215741.5,1,0,0.39554366,0.83410305,0.8757609,True,0.26093757
2L,937697.0,938697.0,w501_peak_236_head,938196.5,1,0,0.41573715,0.37073454,0.64468026,True,0.2514444
2L,7185964.0,7186964.0,w501_peak_1658_head,7186464.0,1,0,0.35763976,0.24621814,0.5428257,True,0.24089676
2L,11775162.0,11776162.0,w501_peak_2682_head,11775662.0,1,0,0.7699082,0.47423562,0.8508551,True,0.22878319
2L,14716249.0,14717249.0,w501_peak_3322_head,14716748.5,1,0,0.4209812,0.6459066,0.75983626,True,0.22639233
2L,5031671.0,5032671.0,w501_peak_1190_head,5032170.5,1,0,0.28309315,0.1678888,0.44512945,True,0.21963847
2L,15457862.0,15458862.0,w501_peak_3405_head,15458361.5,1,0,0.4899699,0.21673481,0.57183254,True,0.21848017
2L,14076535.0,14077535.0,w501_peak_3195_head,14077034.5,1,0,0.7907718,0.40703425,0.8092738,True,0.21037078
2L,9742501.0,9743501.0,w501_peak_2288_head,9743001.0,1,0,0.1374504,0.15251207,0.3508407,True,0.20585945
2L,38071.0,39071.0,w501_peak_5_head,38571.0,1,0,0.4103146,0.3399556,0.5784901,True,0.20335498
2L,14711161.0,14712161.0,w501_peak_3320_head,14711661.0,1,0,0.4493244,0.35834467,0.6028045,True,0.19896996
2L,7014741.0,7015741.0,w501_peak_1624_merged,7015241.0,1,1,0.123852775,0.5573362,0.53320044,False,0.19260594
2L,7694833.0,7695833.0,w501_peak_1781_head,7695332.5,1,0,0.50093776,0.35773432,0.61770374,True,0.1883677
2L,11329777.0,11330777.0,w501_peak_2593_head,11330276.5,1,0,0.59497225,0.6584101,0.8019834,True,0.17529225
2L,2237577.0,2238577.0,w501_peak_544_head,2238077.0,1,0,0.17509659,0.21975562,0.37167183,True,0.17424572
2L,11408442.0,11409442.0,w501_peak_2600_head,11408942.0,1,0,0.7999849,0.61406225,0.8777991,True,0.17077553
2L,4725453.0,4726453.0,w501_peak_1093_head,4725952.5,1,0,0.16211101,0.30642247,0.3958327,True,0.16156594
2L,2227671.0,2228671.0,w501_peak_541_head,2228170.5,1,0,0.7681465,0.6359608,0.8610918,True,0.15903813
2L,166370.0,167370.0,w501_peak_42_head,166870.0,1,0,0.05644098,0.051595863,0.21083681,True,0.15681839
2L,11294119.0,11295119.0,w501_peak_2587_head,11294619.0,1,0,0.6541587,0.21255037,0.5841479,False,0.15079331
2L,6974199.0,6975199.0,w501_peak_1614_head,6974698.5,1,0,0.09817013,0.21412756,0.30438912,True,0.14824027
2L,11259446.0,11260446.0,w501_peak_2580_head,11259945.5,1,0,0.77443385,0.6531438,0.8543812,True,0.14059234
2L,7812395.0,7813395.0,w501_peak_1823_head,7812894.5,1,0,0.56652975,0.6756296,0.75880814,True,0.13772845
2L,6327685.0,6328685.0,w501_peak_1467_head,6328184.5,1,0,0.50841033,0.26830077,0.5216329,True,0.13327736
2L,2449644.0,2450644.0,w501_peak_588_head,2450143.5,1,0,0.8067097,0.6871505,0.87689936,True,0.12996924
2L,14188452.0,14189452.0,w501_peak_3234_head,14188952.0,1,0,0.413803,0.29839894,0.48571873,True,0.12961775
2L,13181888.0,13182888.0,w501_peak_3008_head,13182388.0,1,0,0.7984699,0.84554774,0.95093334,True,0.12892449
2L,5037574.0,5038574.0,w501_peak_1194_head,5038073.5,1,0,0.8449044,0.43988237,0.77012527,False,0.12773186
2L,6908994.0,6909994.0,w501_peak_1599_head,6909494.0,1,0,0.6340897,0.66612935,0.77259856,True,0.122489035
2L,12166190.0,12167190.0,w501_peak_2782_head,12166690.0,1,0,0.38500893,0.91234154,0.77076256,False,0.12208736
2L,4833702.0,4834702.0,w501_peak_1136_head,4834201.5,1,0,0.72083855,0.7092503,0.8365783,True,0.12153393
2L,14244105.0,14245105.0,w501_peak_3245_head,14244605.0,1,0,0.3872154,0.3233345,0.47328043,True,0.118005484
2L,4795963.0,4796963.0,w501_peak_1121_head,4796462.5,1,0,0.7202384,0.8176587,0.88663375,True,0.1176852
2L,1830161.0,1831161.0,w501_peak_436_head,1830661.0,1,0,0.092262104,0.14731757,0.23686355,True,0.117073715
2L,12005283.0,12006283.0,w501_peak_2723_head,12005782.5,1,0,0.78136355,0.60705185,0.81035715,True,0.116149485
2L,11459903.0,11460903.0,w501_peak_2609_head,11460402.5,1,0,0.112615116,0.14084338,0.24185464,True,0.11512539
2L,760830.0,761830.0,w501_peak_183_head,761330.0,1,0,0.6330962,0.8198022,0.83917207,True,0.112722814
2L,6902563.0,6903563.0,w501_peak_1597_head,6903063.0,1,0,0.891334,0.76311857,0.9389812,True,0.111754894
2L,4523320.0,4524320.0,w501_peak_1043_head,4523820.0,1,0,0.59305495,0.7929346,0.8041696,True,0.11117482
2L,8417637.0,8418637.0,w501_peak_1982_head,8418137.0,1,0,0.64695483,0.48128286,0.67504275,True,0.11092389
2L,12393479.0,12394479.0,w501_peak_2808_head,12393978.5,1,0,0.39523205,0.2746969,0.44560567,True,0.11064121
2L,3054545.0,3055545.0,w501_peak_753_head,3055045.0,1,0,0.11044127,0.14426136,0.2373945,True,0.11004318
2L,2404626.0,2405626.0,w501_peak_580_head,2405125.5,1,0,0.9165835,0.63242036,0.8844423,False,0.10994041
2L,8846766.0,8847766.0,w501_peak_2050_head,8847266.0,1,0,0.50307584,0.6885926,0.7040745,True,0.10824025
2L,8149640.0,8150640.0,w501_peak_1911_merged,8150140.0,1,1,0.7042232,0.6863767,0.8021843,True,0.1068843
2L,9308993.0,9309993.0,w501_peak_2177_head,9309493.0,1,0,0.5520886,0.6537377,0.70885277,True,0.10593963
2L,15508215.0,15509215.0,w501_peak_3409_head,15508715.0,1,0,0.8304098,0.89923865,0.96955574,True,0.1047315
2L,7616035.0,7617035.0,w501_peak_1758_head,7616534.5,1,0,0.85468537,0.86348104,0.9632488,True,0.10416561
2L,13188375.0,13189375.0,w501_peak_3010_head,13188874.5,1,0,0.31827116,0.30069894,0.4124351,True,0.10295007
2L,11774339.0,11775339.0,w501_peak_2681_head,11774839.0,1,0,0.5376047,0.64204305,0.69243056,True,0.102606714
2L,1590085.0,1591085.0,w501_peak_374_head,1590585.0,1,0,0.3086628,0.81962836,0.66244096,False,0.09829539
2L,7275259.0,7276259.0,w501_peak_1684_head,7275758.5,1,0,0.2478906,0.14669786,0.29548505,True,0.098190814
2L,13164835.0,13165835.0,w501_peak_3002_head,13165334.5,1,0,0.8590451,0.6959124,0.8747413,True,0.09726256
2L,9217029.0,9218029.0,w501_peak_2157_head,9217529.0,1,0,0.13561887,0.2488078,0.28757524,True,0.09536192
2L,13235189.0,13236189.0,w501_peak_3017_head,13235688.5,1,0,0.8621421,0.7338335,0.89112025,True,0.09313244
2L,13106927.0,13107927.0,w501_peak_2990_head,13107427.0,1,0,0.59475374,0.5210227,0.6494138,True,0.091525614
2L,12691870.0,12692870.0,w501_peak_2886_head,12692369.5,1,0,0.85207695,0.90693593,0.97083676,True,0.09133029
2L,12716720.0,12717720.0,w501_peak_2891_head,12717219.5,1,0,0.82199985,0.72834414,0.86491144,True,0.08973944
2L,6120050.0,6121050.0,w501_peak_1419_head,6120549.5,1,0,0.07865237,0.076514594,0.16471048,True,0.087127
2L,1277897.0,1278897.0,w501_peak_317_head,1278396.5,1,0,0.5212939,0.3243879,0.50698495,False,0.084144056
2L,10483810.0,10484810.0,w501_peak_2455_head,10484310.0,1,0,0.094681464,0.13470069,0.19659914,True,0.08190806
2L,9796343.0,9797343.0,w501_peak_2294_head,9796842.5,1,0,0.4072302,0.22263068,0.3962322,False,0.08130175
2L,10895478.0,10896478.0,w501_peak_2539_head,10895978.0,1,0,0.7668547,0.9019422,0.91186035,True,0.0774619
2L,247484.0,248484.0,w501_peak_78_head,247983.5,1,0,0.5771346,0.27928394,0.503359,False,0.075149745
2L,1827695.0,1828695.0,w501_peak_435_head,1828194.5,1,0,0.14513405,0.3105184,0.30230036,False,0.074474126
2L,2279653.0,2280653.0,w501_peak_555_head,2280153.0,1,0,0.2419323,0.31930017,0.35481343,True,0.0741972
2L,9363594.0,9364594.0,w501_peak_2191_head,9364094.0,1,0,0.07147456,0.12642948,0.1726114,True,0.073659375
2L,4932008.0,4933008.0,w501_peak_1166_head,4932507.5,1,0,0.27721497,0.13169399,0.27746665,True,0.07301217
2L,3103620.0,3104620.0,w501_peak_758_head,3104119.5,1,0,0.38911965,0.5622958,0.5484054,False,0.0726977
2L,5542731.0,5543731.0,w501_peak_1286_head,5543230.5,1,0,0.16168039,0.3825056,0.33891475,False,0.066821754
2L,8308630.0,8309630.0,w501_peak_1954_merged,8309130.0,1,1,0.33000052,0.27341294,0.3682829,True,0.06657618
2L,5891724.0,5892724.0,w501_peak_1381_head,5892223.5,1,0,0.06699468,0.12279291,0.16046354,True,0.06556974
2L,13169907.0,13170907.0,w501_peak_3004_head,13170406.5,1,0,0.2565134,0.185962,0.28590697,True,0.06466928
2L,9389541.0,9390541.0,w501_peak_2200_head,9390040.5,1,0,0.13693278,0.122688025,0.1922097,True,0.062399313
2L,4543152.0,4544152.0,w501_peak_1048_head,4543651.5,1,0,0.5910962,0.6798919,0.6966867,True,0.06119263
2L,14737031.0,14738031.0,w501_peak_3326_head,14737530.5,1,0,0.92343307,0.79152983,0.9183559,False,0.060874403
2L,4513816.0,4514816.0,w501_peak_1037_head,4514315.5,1,0,0.7274489,0.698497,0.7734646,True,0.06049168
2L,3262577.0,3263577.0,w501_peak_784_head,3263077.0,1,0,0.6752076,0.8468273,0.82085276,False,0.059835315
2L,327648.0,328648.0,w501_peak_98_head,328147.5,1,0,0.0889795,0.14209902,0.17411765,True,0.058578394
2L,14594601.0,14595601.0,w501_peak_3305_head,14595100.5,1,0,0.49150166,0.39023674,0.49882624,True,0.057957023
2L,11497827.0,11498827.0,w501_peak_2617_head,11498327.0,1,0,0.39655206,0.45114556,0.4814297,True,0.05758089
2L,5095168.0,5096168.0,w501_peak_1207_head,5095667.5,1,0,0.8014447,0.49980626,0.70780665,False,0.05718118
2L,5560848.0,5561848.0,w501_peak_1292_head,5561348.0,1,0,0.16005099,0.55503005,0.41434628,False,0.05680576
2L,9542675.0,9543675.0,w501_peak_2244_head,9543174.5,1,0,0.35553235,0.47217962,0.4704318,False,0.056575835
