chrom,chromStart,chromEnd,name,mp,label1,label2,sim,yak,mel,correct,delta
3R,15166389.0,15167389.0,2057_peak_16989_merged,15166889.0,1,1,0.0033364124,0.00016096828,0.79655164,True,0.79480296
3R,15739101.0,15740101.0,2057_peak_17079_merged,15739600.5,1,1,0.00033251013,0.00060501666,0.6298431,True,0.6293743
3R,14923040.0,14924040.0,2057_peak_16943_head,14923539.5,1,0,0.13409726,0.18900338,0.78524065,True,0.62369037
3R,10686098.0,10687098.0,2057_peak_16057_merged,10686597.5,1,1,0.3332936,0.276205,0.9076974,True,0.60294807
3R,9083404.0,9084404.0,2057_peak_15699_head,9083904.0,1,0,0.54867774,0.081836246,0.83096516,True,0.5157082
3R,10096491.0,10097491.0,2057_peak_15947_head,10096991.0,1,0,0.03801521,0.088077076,0.5518521,True,0.48880595
3R,23916346.0,23917346.0,2057_peak_18798_merged,23916846.0,1,1,0.18718351,0.017118244,0.5851688,True,0.4830179
3R,12531355.0,12532355.0,2057_peak_16427_head,12531854.5,1,0,0.096491784,0.31226835,0.63740665,True,0.43302658
3R,4503329.0,4504329.0,2057_peak_14782_head,4503829.0,1,0,0.63443446,0.02670181,0.7580107,True,0.42744255
3R,16472144.0,16473144.0,2057_peak_17243_head,16472643.5,1,0,0.53445446,0.35474014,0.86071926,True,0.41612196
3R,15044966.0,15045966.0,2057_peak_16959_head,15045465.5,1,0,0.1783183,0.09084278,0.53331846,True,0.3987379
3R,12865658.0,12866658.0,2057_peak_16501_head,12866157.5,1,0,0.61228704,0.3471594,0.8613581,True,0.3816349
3R,16517936.0,16518936.0,2057_peak_17251_head,16518435.5,1,0,0.21564376,0.14834966,0.5556251,True,0.37362838
3R,9966313.0,9967313.0,2057_peak_15913_head,9966813.0,1,0,0.7682172,0.31876385,0.90223557,True,0.35874504
3R,26279881.0,26280881.0,2057_peak_19297_head,26280380.5,1,0,0.38807935,0.46474963,0.77515817,True,0.34874368
3R,26831934.0,26832934.0,2057_peak_19417_head,26832434.0,1,0,0.5056605,0.2684681,0.7270903,True,0.34002602
3R,15402320.0,15403320.0,2057_peak_17038_merged,15402820.0,1,1,0.10117098,0.53886616,0.6421882,True,0.32216963
3R,6033821.0,6034821.0,2057_peak_15150_head,6034321.0,1,0,0.14194156,0.32913554,0.55472344,True,0.3191849
3R,17224061.0,17225061.0,2057_peak_17355_head,17224560.5,1,0,0.51385987,0.5752792,0.8609564,True,0.31638688
3R,15020337.0,15021337.0,2057_peak_16956_head,15020837.0,1,0,0.6675527,0.29299635,0.7966076,True,0.3163331
3R,5940143.0,5941143.0,2057_peak_15133_head,5940643.0,1,0,0.6260744,0.3034437,0.77822334,True,0.31346428
3R,25540688.0,25541688.0,2057_peak_19143_head,25541188.0,1,0,0.6392995,0.13218412,0.6980352,True,0.31229335
3R,23914418.0,23915418.0,2057_peak_18796_head,23914917.5,1,0,0.17301011,0.19405839,0.48654246,True,0.3030082
3R,11360357.0,11361357.0,2057_peak_16175_head,11360857.0,1,0,0.54685086,0.2568782,0.7039142,True,0.3020497
3R,30197272.0,30198272.0,2057_peak_20077_head,30197772.0,1,0,0.2747258,0.11999127,0.4917921,True,0.2944336
3R,20742108.0,20743108.0,2057_peak_18098_head,20742608.0,1,0,0.093654,0.07465404,0.37648115,True,0.2923271
3R,29477315.0,29478315.0,2057_peak_19921_head,29477815.0,1,0,0.2812136,0.22031023,0.54015726,True,0.28939533
3R,11662480.0,11663480.0,2057_peak_16249_head,11662979.5,1,0,0.24200758,0.5595511,0.68972975,True,0.28895038
3R,24085282.0,24086282.0,2057_peak_18847_head,24085781.5,1,0,0.43267235,0.24945207,0.6288461,True,0.2877839
3R,23739245.0,23740245.0,2057_peak_18750_head,23739745.0,1,0,0.28771397,0.24293017,0.5513677,True,0.2860456
3R,26274817.0,26275817.0,2057_peak_19296_head,26275317.0,1,0,0.47081923,0.5284939,0.77210206,True,0.2724455
3R,9570254.0,9571254.0,2057_peak_15818_head,9570753.5,1,0,0.08400553,0.06957106,0.34147555,True,0.26468724
3R,24594579.0,24595579.0,2057_peak_18954_head,24595078.5,1,0,0.56435007,0.3633069,0.72843844,True,0.26460993
3R,18406286.0,18407286.0,2057_peak_17613_head,18406786.0,1,0,0.30992717,0.061706945,0.44630283,True,0.26048577
3R,26836388.0,26837388.0,2057_peak_19418_head,26836888.0,1,0,0.45142633,0.547719,0.7527183,True,0.25314566
3R,25412364.0,25413364.0,2057_peak_19119_head,25412864.0,1,0,0.16630897,0.75002545,0.70377624,False,0.24560905
3R,29257002.0,29258002.0,2057_peak_19889_head,29257502.0,1,0,0.9017864,0.50757575,0.9407524,True,0.23607135
3R,13024460.0,13025460.0,2057_peak_16531_head,13024960.0,1,0,0.16331558,0.44640428,0.5360657,True,0.23120576
3R,29965555.0,29966555.0,2057_peak_20022_head,29966055.0,1,0,0.10220018,0.050410375,0.30712283,True,0.23081756
3R,28551303.0,28552303.0,2057_peak_19724_head,28551803.0,1,0,0.22301179,0.31446353,0.49649754,True,0.22775987
3R,9425802.0,9426802.0,2057_peak_15777_head,9426302.0,1,0,0.4135424,0.9332205,0.8936389,False,0.22025746
3R,15084411.0,15085411.0,2057_peak_16967_head,15084911.0,1,0,0.09523582,0.025020275,0.27836716,True,0.21823911
3R,9937796.0,9938796.0,2057_peak_15900_head,9938295.5,1,0,0.45953673,0.38447696,0.63640934,True,0.2144025
3R,7718876.0,7719876.0,2057_peak_15413_head,7719376.0,1,0,0.6749442,0.65469813,0.8746747,True,0.20985353
3R,9891167.0,9892167.0,2057_peak_15887_head,9891666.5,1,0,0.40273553,0.60388446,0.70925677,True,0.2059468
3R,24115685.0,24116685.0,2057_peak_18855_head,24116185.0,1,0,0.098631546,0.0035706838,0.2555507,True,0.2044496
3R,14621888.0,14622888.0,2057_peak_16859_head,14622387.5,1,0,0.38270843,0.20928515,0.49875546,True,0.20275867
3R,23660414.0,23661414.0,2057_peak_18729_head,23660913.5,1,0,0.90536094,0.6257569,0.96648663,True,0.20092767
3R,9073090.0,9074090.0,2057_peak_15695_head,9073589.5,1,0,0.34185874,0.20960113,0.47556418,True,0.19983423
3R,16309170.0,16310170.0,2057_peak_17214_head,16309670.0,1,0,0.5346689,0.8854255,0.9072206,True,0.19717336
3R,31129956.0,31130956.0,2057_peak_20256_merged,31130456.0,1,1,0.24884716,0.12137982,0.37619537,True,0.19108188
3R,6594593.0,6595593.0,2057_peak_15265_head,6595093.0,1,0,0.5312208,0.1620291,0.53713936,True,0.19051442
3R,27425827.0,27426827.0,2057_peak_19531_head,27426326.5,1,0,0.8836865,0.56401503,0.9068382,True,0.18298745
3R,10226992.0,10227992.0,2057_peak_15977_head,10227492.0,1,0,0.51354766,0.6264421,0.75103986,True,0.181045
3R,24172066.0,24173066.0,2057_peak_18867_head,24172565.5,1,0,0.57209295,0.51860166,0.7249108,True,0.17956346
3R,22946770.0,22947770.0,2057_peak_18593_head,22947269.5,1,0,0.05049935,0.07574687,0.23702733,True,0.17390423
3R,9835423.0,9836423.0,2057_peak_15874_head,9835922.5,1,0,0.7484417,0.67617595,0.88597435,True,0.17366552
3R,28604977.0,28605977.0,2057_peak_19733_merged,28605477.0,1,1,0.44107437,0.17244591,0.47925174,True,0.17249161
3R,29353144.0,29354144.0,2057_peak_19902_head,29353644.0,1,0,0.6419551,0.4283727,0.7058178,True,0.17065394
3R,21635487.0,21636487.0,2057_peak_18322_head,21635987.0,1,0,0.7932408,0.6117463,0.87197226,True,0.16947871
3R,17379365.0,17380365.0,2057_peak_17380_merged,17379864.5,1,1,0.822349,0.52393234,0.841446,True,0.16830534
3R,14401062.0,14402062.0,2057_peak_16813_head,14401561.5,1,0,0.75223607,0.75144947,0.915814,True,0.16397125
3R,22192231.0,22193231.0,2057_peak_18443_head,22192731.0,1,0,0.4282914,0.43099025,0.58783424,True,0.15819341
3R,5999863.0,6000863.0,2057_peak_15145_merged,6000363.0,1,1,0.0236057,0.06719962,0.20289034,True,0.15748768
3R,10191691.0,10192691.0,2057_peak_15970_head,10192191.0,1,0,0.01868763,0.016002508,0.17442246,True,0.15707739
3R,10576084.0,10577084.0,2057_peak_16039_head,10576584.0,1,0,0.7703246,0.8130327,0.9464981,True,0.15481943
3R,22991489.0,22992489.0,2057_peak_18598_head,22991988.5,1,0,0.65364915,0.3009205,0.631212,False,0.15392718
3R,15614306.0,15615306.0,2057_peak_17063_head,15614805.5,1,0,0.94103986,0.7179752,0.98076147,True,0.15125394
3R,31430490.0,31431490.0,2057_peak_20327_head,31430989.5,1,0,0.08963706,0.015619047,0.20309897,True,0.15047091
3R,30947289.0,30948289.0,2057_peak_20216_head,30947788.5,1,0,0.17024995,0.30290416,0.38567927,True,0.14910221
3R,17371482.0,17372482.0,2057_peak_17377_head,17371982.0,1,0,0.5987623,0.84843266,0.871536,True,0.14793855
3R,8766089.0,8767089.0,2057_peak_15619_head,8766588.5,1,0,0.8677785,0.680995,0.922037,True,0.14765024
3R,30485602.0,30486602.0,2057_peak_20141_head,30486101.5,1,0,0.5239143,0.5481348,0.68331784,True,0.14729327
3R,31637571.0,31638571.0,2057_peak_20366_head,31638070.5,1,0,0.67191464,0.904798,0.9347079,True,0.14635158
3R,10517091.0,10518091.0,2057_peak_16028_head,10517590.5,1,0,0.73742956,0.91751456,0.97359735,True,0.14612526
3R,12605535.0,12606535.0,2057_peak_16448_head,12606035.0,1,0,0.7970555,0.2258026,0.655902,False,0.14447296
3R,18355512.0,18356512.0,2057_peak_17595_head,18356012.0,1,0,0.8541519,0.7112984,0.92044985,True,0.1377247
3R,24473712.0,24474712.0,2057_peak_18918_head,24474212.0,1,0,0.729995,0.8856012,0.9448202,True,0.13702208
3R,31424413.0,31425413.0,2057_peak_20323_head,31424912.5,1,0,0.08736643,0.12027031,0.23818533,True,0.13436696
3R,14844068.0,14845068.0,2057_peak_16917_head,14844567.5,1,0,0.7842768,0.7474431,0.89751273,True,0.13165277
3R,31338386.0,31339386.0,2057_peak_20308_head,31338885.5,1,0,0.12088987,0.5258976,0.4549854,False,0.13159165
3R,31151175.0,31152175.0,2057_peak_20262_head,31151675.0,1,0,0.84772015,0.62315184,0.8644517,True,0.12901574
3R,16606942.0,16607942.0,2057_peak_17270_head,16607442.0,1,0,0.1549717,0.23540531,0.31545317,True,0.120264664
3R,20983714.0,20984714.0,2057_peak_18153_head,20984214.0,1,0,0.4860643,0.44861582,0.58023584,True,0.11289579
3R,23584668.0,23585668.0,2057_peak_18710_head,23585167.5,1,0,0.48436317,0.5467402,0.6273354,True,0.11178374
3R,11203413.0,11204413.0,2057_peak_16145_head,11203912.5,1,0,0.09550171,0.43751118,0.37094617,False,0.104439735
3R,9901507.0,9902507.0,2057_peak_15889_head,9902006.5,1,0,0.11728936,0.8982967,0.61189497,False,0.104101956
3R,5699401.0,5700401.0,2057_peak_15082_head,5699900.5,1,0,0.48646194,0.3374124,0.51243246,True,0.10049528
3R,31031623.0,31032623.0,2057_peak_20237_head,31032123.0,1,0,0.7437548,0.8836018,0.91321594,True,0.09953767
3R,11538268.0,11539268.0,2057_peak_16216_head,11538767.5,1,0,0.6505703,0.24756347,0.5479683,False,0.09890145
3R,22014635.0,22015635.0,2057_peak_18407_head,22015134.5,1,0,0.036891326,0.21149847,0.21274386,True,0.088548966
3R,29359561.0,29360561.0,2057_peak_19903_head,29360061.0,1,0,0.714934,0.49804726,0.6949656,False,0.08847499
3R,11159848.0,11160848.0,2057_peak_16136_head,11160347.5,1,0,0.64462644,0.32857993,0.5730454,False,0.08644217
3R,23087885.0,23088885.0,2057_peak_18620_head,23088385.0,1,0,0.84593356,0.77487713,0.8948381,True,0.08443272
3R,11361891.0,11362891.0,2057_peak_16176_head,11362390.5,1,0,0.8067468,0.97348726,0.9736916,True,0.08357453
3R,24461909.0,24462909.0,2057_peak_18916_head,24462408.5,1,0,0.32576033,0.14638755,0.3157511,False,0.079677165
3R,11529874.0,11530874.0,2057_peak_16215_head,11530374.0,1,0,0.8746218,0.82236016,0.9271104,True,0.07861942
3R,30443798.0,30444798.0,2057_peak_20126_head,30444297.5,1,0,0.02403076,0.1440497,0.15856421,True,0.07452398
3R,15714415.0,15715415.0,2057_peak_17077_head,15714914.5,1,0,0.9197452,0.7223609,0.8952157,False,0.07416266
3R,12848657.0,12849657.0,2057_peak_16496_head,12849156.5,1,0,0.7139292,0.04995017,0.4557847,False,0.07384503
3R,28443031.0,28444031.0,2057_peak_19713_head,28443530.5,1,0,0.59143,0.9097235,0.82418245,False,0.073605716
